1800,31.48601990049751
1801,31.448905472636817
1802,31.463482587064675
1803,31.37741293532338
1804,31.4463184079602
1805,31.562537313432838
1806,31.615970149253734
1807,31.57313432835822
1808,31.37676616915423
1809,31.310447761194027
1810,31.521741293532337
1811,31.481890547263685
1812,31.472736318407957
1813,31.467213930348258
1814,31.516318407960192
1815,31.647412935323384
1816,31.627512437810942
1817,31.721542288557213
1818,31.57472636815921
1819,31.488606965174128
1820,31.560796019900494
1821,31.620597014925373
1822,31.722089552238806
1823,31.770646766169154
1824,31.70900497512438
1825,31.666815920398005
1826,31.59731343283582
1827,31.63358208955224
1828,31.577860696517412
1829,31.559950248756223
1830,31.640099502487566
1831,31.60477611940298
1832,31.5692039800995
1833,31.564328358208954
1834,31.55199004975124
1835,31.674427860696518
1836,31.640696517412934
1837,31.580646766169146
1838,31.641293532338302
1839,31.63174129353234
1840,31.71422885572139
1841,31.729601990049755
1842,31.734179104477615
1843,31.719104477611936
1844,31.77810945273632
1845,31.82547263681592
1846,31.54716417910448
1847,31.61900497512438
1848,31.616716417910453
1849,31.466069651741297
1850,31.635721393034824
1851,31.77298507462687
1852,31.78582089552239
1853,31.784626865671648
1854,31.57308457711443
1855,31.704726368159207
1856,31.71626865671642
1857,31.718258706467665
1858,31.72353233830846
1859,31.693134328358212
1860,31.765721393034823
1861,31.73427860696518
1862,31.670597014925374
1863,31.721542288557217
1864,31.65477611940298
1865,31.61537313432835
1866,31.501144278606958
1867,31.509502487562187
1868,31.252786069651744
1869,31.551791044776124
1870,31.77398009950249
1871,31.710696517412938
1872,31.7818407960199
1873,31.850796019900503
1874,31.89512437810946
1875,31.77562189054727
1876,31.954577114427856
1877,32.02059701492538
1878,31.967064676616925
1879,32.12542288557214
1880,32.116019900497506
1881,32.16298507462687
1882,32.10303482587064
1883,32.23796019900498
1884,32.3671144278607
1885,32.417611940298514
1886,32.46328358208956
1887,32.50457711442785
1888,32.5300497512438
1889,32.51114427860697
1890,32.29104477611939
1891,32.475373134328365
1892,32.478407960199014
1893,32.53308457711442
1894,32.747213930348266
1895,32.8118407960199
1896,32.89522388059701
1897,32.96427860696518
1898,32.99407960199005
1899,32.96298507462688
1900,33.013383084577114
1901,33.1802487562189
1902,33.25567164179104
1903,33.26746268656717
1904,33.311044776119395
1905,33.348109452736324
1906,33.45611940298507
1907,33.566169154228845
1908,33.66716417910447
1909,33.89875621890548
1910,34.035024875621865
1911,34.13796019900497
1912,34.33437810945274
1913,34.342587064676614
1914,34.080696517412925
1915,33.716318407960195
1916,33.814129353233824
1917,33.66228855721392
1918,22.292139303482593
1919,33.76980099502486
1920,33.97532338308457
1921,34.43004975124379
1922,34.77472636815921
1923,35.47875621890548
1924,35.76895522388061
1925,35.943930348258704
1926,36.35378109452736
1927,36.550796019900496
1928,36.88109452736319
1929,36.92855721393033
1930,37.40895522388059
1931,37.41766169154229
1932,37.44039800995024
1933,37.27019900497513
1934,38.72363184079603
1935,39.11462686567164
1936,39.59726368159203
1937,39.918606965174135
1938,40.44293532338308
1939,40.91283582089552
1940,40.90089552238807
1941,39.609402985074624
1942,39.49726368159203
1943,39.33741293532339
1944,39.12497512437809
1945,40.94522388059702
1946,44.316417910447775
1947,44.87860696517413
1948,46.94870646766167
1949,48.06383084577114
1950,49.259752475247524
1951,49.508514851485174
1952,50.15594059405943
1953,50.8228712871287
1954,51.510643564356464
1955,52.10415841584158
1956,52.6541584158416
1957,53.13054455445543
1958,53.74242574257425
1959,54.187475247524745
1960,54.73282178217823
1961,55.242029702970285
1962,55.695841584158416
1963,56.21504950495045
1964,56.737425742574246
1965,57.13509900990102
1966,57.57252475247525
1967,58.017623762376246
1968,58.39044554455446
1969,58.75915841584158
1970,59.238564356435646
1971,59.67975247524755
1972,60.10425742574255
1973,60.4839108910891
1974,60.87163366336629
1975,61.199653465346536
1976,61.61168316831682
1977,62.03108910891092
1978,62.42000000000004
1979,62.830297029703004
1980,63.220445544554465
1981,63.657772277227735
1982,64.08361386138614
1983,64.44564356435642
1984,64.81445544554457
1985,65.13168316831684
1986,65.54579207920796
1987,65.86806930693074
1988,66.14440594059405
1989,66.40247524752476
1990,66.78461538461542
1991,66.84466346153847
1992,67.02687500000002
1993,67.0925
1994,67.00610576923079
1995,67.21999999999998
1996,67.41240384615388
1997,67.62354066985648
1998,67.76234449760766
1999,67.93488038277515
2000,68.07770334928229
2001,68.43794258373205
2002,68.65325358851676
2003,68.93555023923444
2004,69.1842105263158
2005,69.524019138756
2006,69.85019047619049
2007,70.13971153846158
2008,70.44716346153844
2009,70.76774038461538
2010,70.96990384615385
2011,71.32437500000002
2012,71.66307692307699
2013,71.91610576923075
2014,72.088125
2015,72.32100961538464
2016,72.5566346153846
